Orthogroup_ID	transcript_ID_native	Flybase	Flybase_summary	CAFE_p-value	B_siliquastri_num_GF_members	T_castaneum_num_GF_members	Z_morio_num_GF_members	A_obtectus_num_GF_members	A_verrucosus_num_GF_members	C_maculatus_num_GF_members	D_ponderosae_num_GF_members	P_pyralis_num_GF_members	R_ferrugineus_num_GF_members	T_molitor_num_GF_members	C_septempunctata_num_GF_members	C_chinensis_num_GF_members	D_melanogaster_num_GF_members	I_luminosus_num_GF_members	max_delta_GF	Gene_Group	Gene_Name
N0.HOG0000378	rna-NM_135457.3	FBgn0032132	This gene is referred to in FlyBase by the symbol Dmel\CG4382 (FBgn0032132). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:9598880..9600872. Its molecular function is unknown. It is involved in the biological process described with: . 3 alleles are reported. The phenotype of these alleles manifest in: wing vein. The phenotypic classes of alleles include: viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed at stages throughout the pupal period.	0.0	6	3	5	6	9	4	1	9	1	6	2	5	2	8	8	Gene Group 4	uncharacterized protein(CG4382)
N0.HOG0000383	rna-NM_143625.2	FBgn0039864	This gene is referred to in FlyBase by the symbol Dmel\CG11550 (FBgn0039864). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:31678147..31679880. Its molecular function is described by: phosphatidylinositol bisphosphate binding. The biological processes in which it is involved are not known. 8 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during late pupal stages.	0.0	1	6	10	1	6	1	2	12	2	16	5	1	1	2	15	Gene Group 18	uncharacterized protein(CG11550)
N0.HOG0000385	rna-NM_001299809.1	FBgn0260767	This gene is referred to in FlyBase by the symbol Dmel\CG42565 (FBgn0260767). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:22657901..22661389. Its molecular function is described by: zinc ion binding. It is involved in the biological process described with: . 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed in adult female stages.	0.025	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	Gene Group 25	uncharacterized protein(CG42565)
N0.HOG0000394	rna-NM_132922.3	FBgn0030776	This gene is referred to in FlyBase by the symbol Dmel\CG4653 (FBgn0030776). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:16704081..16705278. Its molecular function is unknown. It is involved in the biological process described with: proteolysis. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, in stages of adults of both sexes.	0.003	1	2	3	1	1	1	1	2	1	2	1	1	5	13	12	Gene Group 2	uncharacterized protein(CG4653)
N0.HOG0000394	rna-NM_167738.3	FBgn0052523	This gene is referred to in FlyBase by the symbol Dmel\CG32523 (FBgn0052523). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:21217878..21218835. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis. 3 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed in adults stages of both sexes.	0.003	1	2	3	1	1	1	1	2	1	2	1	1	5	13	12	Gene Group 2	uncharacterized protein(CG32523)
N0.HOG0000394	rna-NM_167535.2	FBgn0030773	This gene is referred to in FlyBase by the symbol Dmel\CG9676 (FBgn0030773). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:16699152..16700170. Its molecular function is described by: serine hydrolase activity; serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis. 5 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: lethal - all die during P-stage; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed in adult male stages.	0.003	1	2	3	1	1	1	1	2	1	2	1	1	5	13	12	Gene Group 2	uncharacterized protein(CG9676)
N0.HOG0000394	rna-NM_134574.2	FBgn0031141	This gene is referred to in FlyBase by the symbol Dmel\CG1304 (FBgn0031141). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:20964527..20965419. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages.	0.003	1	2	3	1	1	1	1	2	1	2	1	1	5	13	12	Gene Group 2	uncharacterized protein(CG1304)
N0.HOG0000394	rna-NM_078702.2	FBgn0011834	The gene Serine protease 6 is referred to in FlyBase by the symbol Dmel\Ser6 (CG2071, FBgn0011834). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:20962605..20963505. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages.	0.003	1	2	3	1	1	1	1	2	1	2	1	1	5	13	12	Gene Group 2	Serine protease 6(Ser6)
N0.HOG0000395	rna-NM_142342.4	FBgn0051265	This gene is referred to in FlyBase by the symbol Dmel\CG31265 (FBgn0051265). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17128212..17129120. Its molecular function is described by: serine hydrolase activity; serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis; innate immune response. 2 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period.	0.004	1	1	1	1	2	1	1	8	1	2	2	1	9	13	12	Gene Group 2	uncharacterized protein(CG31265)
N0.HOG0000395	rna-NM_001104348.2	FBgn0051269	This gene is referred to in FlyBase by the symbol Dmel\CG31269 (FBgn0051269). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17127126..17128201. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: innate immune response; proteolysis. 2 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed at stages throughout the larval period, in adult male stages.	0.004	1	1	1	1	2	1	1	8	1	2	2	1	9	13	12	Gene Group 2	uncharacterized protein(CG31269)
N0.HOG0000395	rna-NM_001300443.1	FBgn0038481	This gene is referred to in FlyBase by the symbol Dmel\CG17475 (FBgn0038481). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:17129339..17130426. Its molecular function is described by: serine hydrolase activity; serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis; innate immune response. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period.	0.004	1	1	1	1	2	1	1	8	1	2	2	1	9	13	12	Gene Group 2	uncharacterized protein(CG17475)
N0.HOG0000395	rna-NM_142341.3	FBgn0038479	This gene is referred to in FlyBase by the symbol Dmel\CG17477 (FBgn0038479). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17126088..17126938. Its molecular function is described by: serine hydrolase activity; serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis; innate immune response. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed during late larval stages.	0.004	1	1	1	1	2	1	1	8	1	2	2	1	9	13	12	Gene Group 2	uncharacterized protein(CG17477)
N0.HOG0000395	rna-NM_142346.3	FBgn0038484	This gene is referred to in FlyBase by the symbol Dmel\CG5246 (FBgn0038484). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17136111..17137195. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis; innate immune response. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during late larval stages.	0.004	1	1	1	1	2	1	1	8	1	2	2	1	9	13	12	Gene Group 2	uncharacterized protein(CG5246)
N0.HOG0000395	rna-NM_169751.3	FBgn0051267	This gene is referred to in FlyBase by the symbol Dmel\CG31267 (FBgn0051267). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17134197..17135283. Its molecular function is unknown. It is involved in the biological process described with: proteolysis. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal pain response; flightless; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period.	0.004	1	1	1	1	2	1	1	8	1	2	2	1	9	13	12	Gene Group 2	uncharacterized protein(CG31267)
N0.HOG0000395	rna-NM_001144596.3	FBgn0051266	This gene is referred to in FlyBase by the symbol Dmel\CG31266 (FBgn0051266). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17132662..17133719. Its molecular function is unknown. It is involved in the biological process described with: proteolysis. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period.	0.004	1	1	1	1	2	1	1	8	1	2	2	1	9	13	12	Gene Group 2	uncharacterized protein(CG31266)
N0.HOG0000395	rna-NM_142344.3	FBgn0038482	This gene is referred to in FlyBase by the symbol Dmel\CG4053 (FBgn0038482). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17131211..17132198. Its molecular function is described by: serine-type endopeptidase activity; serine hydrolase activity. It is involved in the biological process described with: innate immune response; proteolysis. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  No temporal expression data available due to processing error.  This will be corrected the next time these data and summaries are processed.	0.004	1	1	1	1	2	1	1	8	1	2	2	1	9	13	12	Gene Group 2	uncharacterized protein(CG4053)
N0.HOG0000395	rna-NM_142347.3	FBgn0038485	This gene is referred to in FlyBase by the symbol Dmel\CG5255 (FBgn0038485). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17137893..17138865. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: innate immune response; proteolysis. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.	0.004	1	1	1	1	2	1	1	8	1	2	2	1	9	13	12	Gene Group 2	uncharacterized protein(CG5255)
N0.HOG0000397	rna-NM_001201661.2	FBgn0027601	The gene pudgy is referred to in FlyBase by the symbol Dmel\pdgy (CG9009, FBgn0027601). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is X:14933670..14953532. Its molecular function is described by: long-chain fatty acid-CoA ligase activity. It is involved in the biological process described with: fatty-acyl-CoA biosynthetic process; triglyceride catabolic process; long-chain fatty acid metabolic process. 14 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; decreased body size; long lived; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, during early pupal stages.	0.001	2	5	9	4	5	2	4	11	2	4	4	3	1	9	10	None	pudgy (from API summary)
N0.HOG0000399	rna-NM_001274111.1	FBgn0010226	The gene Glutathione S transferase S1 is referred to in FlyBase by the symbol Dmel\GstS1 (CG8938, FBgn0010226). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 2R:17093246..17099501. Its molecular function is described by: glutathione transferase activity; prostaglandin-D synthase activity; glutathione peroxidase activity. It is involved in the biological process described with: glutathione metabolic process. 76 alleles are reported. The phenotypes of these alleles manifest in: macrochaeta; wing; embryonic/larval hemocyte; eye. The phenotypic classes of alleles include: viable; increased mortality during development; increased mortality; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of moderately high expression.  Peak expression observed during late pupal stages.	0.0	4	7	1	7	9	4	4	1	6	13	1	4	1	3	12	Gene Group 22	Glutathione S transferase S1(GstS1)
N0.HOG0000401	rna-NM_001103877.2	FBgn0085218	This gene is referred to in FlyBase by the symbol Dmel\CG34189 (FBgn0085218). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:16754444..16754925. Its molecular function is described by: protein homodimerization activity. The biological processes in which it is involved are not known. 2 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed in adult male stages.	0.0	1	3	21	1	9	1	1	6	3	5	4	1	3	10	20	Gene Group 9	uncharacterized protein(CG34189)
N0.HOG0000401	rna-NM_137310.3	FBgn0034154	This gene is referred to in FlyBase by the symbol Dmel\CG5267 (FBgn0034154). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:16755073..16755823. Its molecular function is unknown. It is involved in the biological process described with: sexual reproduction. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed in adult male stages.	0.0	1	3	21	1	9	1	1	6	3	5	4	1	3	10	20	Gene Group 9	uncharacterized protein(CG5267)
N0.HOG0000401	rna-NM_079168.3	FBgn0020509	The gene Accessory gland protein 62F is referred to in FlyBase by the symbol Dmel\Acp62F (CG1262, FBgn0020509). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:2739750..2740228. Its molecular function is described by: serine-type endopeptidase inhibitor activity. It is involved in the biological process described with: sexual reproduction; negative regulation of proteolysis; sperm competition. 15 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed in adult male stages.	0.0	1	3	21	1	9	1	1	6	3	5	4	1	3	10	20	Gene Group 5,Gene Group 9	Accessory gland protein 62F(Acp62F)
N0.HOG0000409	rna-NM_164859.2	FBgn0032130	The gene brickwall is referred to in FlyBase by the symbol Dmel\brwl (CG3838, FBgn0032130). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:9568890..9573572. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 23 alleles are reported. The phenotypes of these alleles manifest in: egg chamber; ovary. The phenotypic classes of alleles include: decreased occurrence of cell division; partially lethal - majority die; viable; decreased cell number; increased cell death. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, during early pupal stages.	0.0	1	0	0	10	1	1	1	3	0	0	2	1	1	1	10	Gene Group 21	brickwall(brwl)
N0.HOG0000411	rna-NM_167316.2	FBgn0030362	The gene regucalcin is referred to in FlyBase by the symbol Dmel\regucalcin (CG1803, FBgn0030362). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is X:12012377..12017375. Its molecular function is described by: serine hydrolase activity; calcium ion binding; gluconolactonase activity. It is involved in the biological process described with: L-ascorbic acid biosynthetic process; sexual reproduction. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: lethal; viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.	0.0	2	6	15	2	9	2	2	4	1	10	1	2	2	6	14	None	regucalcin (from API summary)
N0.HOG0000411	rna-NM_001275651.1	FBgn0038257	The gene Senescence marker protein-30 is referred to in FlyBase by the symbol Dmel\smp-30 (CG7390, FBgn0038257). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 3R:14745901..14751246. Its molecular function is described by: serine hydrolase activity; calcium ion binding; gluconolactonase activity. It is involved in the biological process described with: regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis; cold acclimation; L-ascorbic acid biosynthetic process; negative regulation of imaginal disc-derived wing size. 11 alleles are reported. The phenotype of these alleles manifest in: wing. The phenotypic classes of alleles include: viable; abnormal size. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during early larval stages.	0.0	2	6	15	2	9	2	2	4	1	10	1	2	2	6	14	None	Senescence marker protein-30 (from API summary)
N0.HOG0000414	rna-NM_166493.2	FBgn0050401	The gene distal antenna-young is referred to in FlyBase by the symbol Dmel\dany (CG30401, FBgn0050401). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:21985626..21986938. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 18 alleles are reported. The phenotypes of these alleles manifest in: cellular anatomical structure; organelle; gonad; microtubule cytoskeleton; membraneless organelle. The phenotypic classes of alleles include: abnormal meiotic cell cycle; abnormal cell number; viable; male sterile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of extremely low expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.	0.0	1	0	0	43	1	1	2	1	1	0	1	1	1	1	43	Gene Group 35	distal antenna-young(dany)
N0.HOG0000415	rna-NM_143641.1	FBgn0039879	The gene Ionotropic receptor 100a is referred to in FlyBase by the symbol Dmel\Ir100a (CG11575, FBgn0039879). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:31800963..31802774. Its molecular function is described by: ligand-gated monoatomic ion channel activity. It is involved in the biological process described with: detection of chemical stimulus; sensory perception of taste. 7 alleles are reported. The phenotypes of these alleles manifest in: sarcomere; myofibril; indirect flight muscle cell. The phenotypic classes of alleles include: viable; flightless. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of extremely low expression.  Peak expression observed within 00-12 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.	0.001	2	10	10	2	7	3	4	4	7	6	2	2	2	2	8	Gene Group 25,Gene Group 29	Ionotropic receptor 100a(Ir100a)
N0.HOG0000424	rna-NM_001299233.1	FBgn0033214	This gene is referred to in FlyBase by the symbol Dmel\CG1941 (FBgn0033214). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is 2R:7709873..7711981. Its molecular function is described by: diacylglycerol O-acyltransferase activity; O-acyltransferase activity. It is involved in the biological process described with: triglyceride biosynthetic process. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; some die during pupal stage; partially lethal; viable; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages.	0.0	1	6	15	1	1	1	1	6	1	2	11	1	3	12	14	Gene Group 25	uncharacterized protein(CG1941)
N0.HOG0000424	rna-NM_136474.3	FBgn0033215	The gene Diacylglycerol O-acyltransferase 2 is referred to in FlyBase by the symbol Dmel\Dgat2 (CG1942, FBgn0033215). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:7712578..7714182. Its molecular function is described by: diacylglycerol O-acyltransferase activity; O-acyltransferase activity. It is involved in the biological process described with: mesoderm development; lipid droplet organization; triglyceride biosynthetic process. 5 alleles are reported. The phenotypes of these alleles manifest in: lipid droplet; embryonic/larval fat body; indirect flight muscle. The phenotypic classes of alleles include: viable; abnormal size; increased rate of flight behavior; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 00-12 and 18-24 hour embryonic stages, during late larval stages, during early pupal stages.	0.0	1	6	15	1	1	1	1	6	1	2	11	1	3	12	14	Gene Group 25	Diacylglycerol O-acyltransferase 2(Dgat2)
N0.HOG0000424	rna-NM_136475.4	FBgn0033216	This gene is referred to in FlyBase by the symbol Dmel\CG1946 (FBgn0033216). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:7714923..7716781. Its molecular function is described by: O-acyltransferase activity; diacylglycerol O-acyltransferase activity. It is involved in the biological process described with: triglyceride biosynthetic process. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 06-12 hour embryonic stages, during early larval stages, in stages of adults of both sexes.	0.0	1	6	15	1	1	1	1	6	1	2	11	1	3	12	14	Gene Group 25	uncharacterized protein(CG1946)
N0.HOG0000427	rna-NM_166709.4	FBgn0050428	This gene is referred to in FlyBase by the symbol Dmel\CG30428 (FBgn0050428). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:25251927..25254535. Its molecular function is unknown. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed at stages throughout embryogenesis, at stages throughout the larval period, at stages throughout the pupal period, in adult male stages.	0.0	1	1	7	1	2	13	1	10	1	5	5	4	1	14	13	Gene Group 27	uncharacterized protein(CG30428)
N0.HOG0000429	rna-NM_137224.3	FBgn0034054	This gene is referred to in FlyBase by the symbol Dmel\CG8366 (FBgn0034054). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:15955040..15956636. Its molecular function is unknown. The biological processes in which it is involved are not known. 2 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.	0.0	1	1	12	1	1	20	1	12	1	1	7	1	1	10	19	None	None
N0.HOG0000436	rna-NM_137644.1	FBgn0050145	The gene Odorant-binding protein 57e is referred to in FlyBase by the symbol Dmel\Obp57e (CG30145, FBgn0050145). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:20547816..20548291. Its molecular function is described by: odorant binding. It is involved in the biological process described with: sensory perception of smell; sensory perception of chemical stimulus; response to odorant. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.	0.0	1	0	0	1	1	1	1	5	0	0	1	1	1	55	55	Gene Group 7	Odorant-binding protein 57e(Obp57e)
N0.HOG0000441	rna-NM_136363.4	FBgn0040502	This gene is referred to in FlyBase by the symbol Dmel\CG8343 (FBgn0040502). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:6179726..6180356. Its molecular function is described by: carbohydrate binding; pattern recognition receptor activity. It is involved in the biological process described with: immune response. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed in adult male stages.	0.0	1	0	0	1	1	1	2	1	11	0	1	1	1	1	11	None	None
N0.HOG0000444	rna-NM_142908.3	FBgn0039098	The gene Gamma-interferon-inducible lysosomal thiol reductase 3 is referred to in FlyBase by the symbol Dmel\GILT3 (CG13822, FBgn0039098). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:23677358..23678421. Its molecular function is described by: oxidoreductase activity, acting on a sulfur group of donors; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor; oxidoreductase activity. The biological processes in which it is involved are not known. 4 alleles are reported. The phenotype of these alleles manifest in: mesonotum. The phenotypic classes of alleles include: abnormal body color; abnormal mating; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed within 06-12 hour embryonic stages.	0.0	8	4	0	6	2	15	2	6	2	2	2	5	2	4	15	None	Gamma-interferon-inducible lysosomal thiol reductase 3 (from API summary)
N0.HOG0000444	rna-NM_142909.4	FBgn0039099	The gene Gamma-interferon-inducible lysosomal thiol reductase 2 is referred to in FlyBase by the symbol Dmel\GILT2 (CG10157, FBgn0039099). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:23678895..23679855. Its molecular function is described by: oxidoreductase activity; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor; oxidoreductase activity, acting on a sulfur group of donors. It is involved in the biological process described with: positive regulation of defense response to bacterium. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal immune response; long lived; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of low expression.  Peak expression observed within 06-12 hour embryonic stages.	0.0	8	4	0	6	2	15	2	6	2	2	2	5	2	4	15	None	Gamma-interferon-inducible lysosomal thiol reductase 2 (from API summary)
N0.HOG0000445	rna-NM_136399.4	FBgn0033110	This gene is referred to in FlyBase by the symbol Dmel\CG9447 (FBgn0033110). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:6872996..6875819. Its molecular function is described by: acyltransferase activity, transferring groups other than amino-acyl groups. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. The phenotypic classes of allele include: partially lethal; abnormal pain response; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of extremely low expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.	0.0	5	2	13	4	1	3	3	7	4	1	4	5	2	7	12	Gene Group 25	uncharacterized protein(CG9447)
