Orthogroup_ID	CAFE_p-value	GF_Cluster	Cluster_function	repeat_correlation_slope	repeat_correlation_p-value	GS_correlation_slope	GS_correlation_p-value	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0000441	0.0	None	None	-0.005862563619477378	0.7237960365742819	-1.7552476038862177e-06	0.9984211759119863	None	1	1	1	1	1	1	1	1	2	11	1	1	1	1	10	rna-NM_136363.4	FBgn0040502	This gene is referred to in FlyBase by the symbol Dmel\CG8343 (FBgn0040502). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:6179726..6180356. Its molecular function is described by: carbohydrate binding; pattern recognition receptor activity. It is involved in the biological process described with: immune response. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0000444	0.0	None	None	0.03418189748130006	0.045978866559696435	0.0021411468745564065	0.014703222958987357	Gamma-interferon-inducible lysosomal thiol reductase 3 (from API summary)	2	4	6	2	2	4	1	2	2	2	6	8	5	15	14	rna-NM_142908.3	FBgn0039098	The gene Gamma-interferon-inducible lysosomal thiol reductase 3 is referred to in FlyBase by the symbol Dmel\GILT3 (CG13822, FBgn0039098). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:23677358..23678421. Its molecular function is described by: oxidoreductase activity, acting on a sulfur group of donors; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor; oxidoreductase activity. The biological processes in which it is involved are not known. 4 alleles are reported. The phenotype of these alleles manifest in: mesonotum. The phenotypic classes of alleles include: abnormal body color; abnormal mating; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed within 06-12 hour embryonic stages.
N0.HOG0000445	0.0	Gene Group 26	glycolysis and early development (and other)	0.02305452232423225	0.19428485910573437	0.0012987437797689879	0.16836483865412935	uncharacterized protein(CG9447)	2	7	7	4	1	2	13	1	3	4	4	5	5	3	12	rna-NM_136399.4	FBgn0033110	This gene is referred to in FlyBase by the symbol Dmel\CG9447 (FBgn0033110). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:6872996..6875819. Its molecular function is described by: acyltransferase activity, transferring groups other than amino-acyl groups. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. The phenotypic classes of allele include: partially lethal; abnormal pain response; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of extremely low expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0000450	0.009	Gene Group 20	transmembrane transport (olfactory)	0.03630060619412343	0.09441367867426609	0.002771041983499775	0.009505722504300946	oskyddad(osy)	1	5	9	1	1	1	1	1	1	1	4	5	6	6	8	rna-NM_001300613.1	FBgn0053970	The gene oskyddad is referred to in FlyBase by the symbol Dmel\osy (CG33970, FBgn0053970). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 3R:26318355..26362588. Its molecular function is described by: ATP binding; ABC-type transporter activity; ATP hydrolysis activity. The biological processes in which it is involved are not known. 15 alleles are reported. The phenotypes of these alleles manifest in: epidermal cell; wing; embryonic/larval cuticle; cytoplasmic vesicle. The phenotypic classes of alleles include: lethal; flightless; lethal - all die before end of larval stage; increased mortality during development; abnormal sleep; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early pupal stages.
N0.HOG0000453	0.0	None	None	0.004567073982265364	0.8100473853287211	-4.080812926255475e-05	0.9679119390485043	Glucosidase 2 alpha subunit (from API summary)	1	2	2	1	7	4	10	11	3	2	5	3	5	3	10	rna-NM_167758.2	FBgn0027588	The gene Glucosidase 2 alpha subunit is referred to in FlyBase by the symbol Dmel\GCS2α (CG14476, FBgn0027588). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (1 unique). Gene sequence location is X:21600502..21605264. Its molecular function is described by: glucan 1,3-alpha-glucosidase activity; alpha-glucosidase activity; catalytic activity; carbohydrate binding; hydrolase activity, hydrolyzing O-glycosyl compounds. It is involved in the biological process described with: carbohydrate metabolic process; N-glycan processing. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; partially lethal - majority die; lethal; some die during pupal stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of high expression.  Peak expression observed within 00-18 hour embryonic stages, during early larval stages, at stages throughout the pupal period.
N0.HOG0000454	0.0	Gene Group 7	odorant binding	-0.001877264954944451	0.9380720291255387	-0.0019484787132670017	0.11023596927858326	Odorant-binding protein 56b(Obp56b)	1	1	1	9	9	5	14	9	2	3	2	2	2	1	13	rna-NM_137599.2	FBgn0046880	The gene Odorant-binding protein 56b is referred to in FlyBase by the symbol Dmel\Obp56b (CG30129, FBgn0046880). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:19698714..19699346. Its molecular function is described by: odorant binding. It is involved in the biological process described with: sensory perception of smell; sensory perception of chemical stimulus. One allele is reported. No phenotypic data is available. The phenotypic class of allele includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period.
N0.HOG0000462	0.0	Gene Group 26	glycolysis and early development (and other)	-0.02727984187016021	0.29866383291097315	-0.0020793043835712227	0.1271102568728329	uncharacterized protein(CG12974)	1	2	4	1	13	5	17	11	2	2	1	1	1	1	16	rna-NM_001300210.1	FBgn0037065	This gene is referred to in FlyBase by the symbol Dmel\CG12974 (FBgn0037065). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 3L:21281752..21285962. Its molecular function is unknown. The biological processes in which it is involved are not known. 10 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, during early pupal stages.
N0.HOG0000467	0.0	Gene Group 30	pheromone sensing	-0.004289908695859473	0.8716086400043845	-0.0013181592141936476	0.342550172338859	Gustatory receptor 43a(Gr43a)	1	8	2	7	6	7	15	6	1	1	1	1	1	1	14	rna-NM_001299229.1	FBgn0041243	The gene Gustatory receptor 43a is referred to in FlyBase by the symbol Dmel\Gr43a (CG1712, FBgn0041243). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 2R:7390869..7393161. Its molecular function is described by: ionotropic sweet taste receptor activity; taste receptor activity; ligand-gated monoatomic cation channel activity; sweet taste receptor activity. It is involved in the biological process described with 9 unique terms, many of which group under: multicellular organismal process; sensory perception of chemical stimulus; biological regulation; nervous system process; response to chemical. 9 alleles are reported. The phenotype of these alleles manifest in: prothoracic leg taste bristle chemosensory neuron. The phenotypic classes of alleles include: viable; abnormal feeding behavior; abnormal taste perception. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of extremely low expression.  Peak expression observed at stages throughout embryogenesis, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0000468	0.024	None	None	-0.0013108164380635492	0.9106898997178893	-0.0004173421983843281	0.4988840175412429	Juvenile hormone epoxide hydrolase 3 (from API summary)	3	6	3	8	3	5	7	5	4	2	2	3	2	4	6	rna-NM_137543.4	FBgn0034406	The gene Juvenile hormone epoxide hydrolase 3 is referred to in FlyBase by the symbol Dmel\Jheh3 (CG15106, FBgn0034406). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:18860375..18862078. Its molecular function is described by: epoxide hydrolase activity; ether hydrolase activity; catalytic activity; juvenile hormone epoxide hydrolase activity; serine hydrolase activity. It is involved in the biological process described with: juvenile hormone catabolic process; epoxide metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period.
N0.HOG0000471	0.001	Gene Group 2	protein breakdown (proteolysis)	0.005850394822887849	0.7537053773419441	0.0001785062398765441	0.8577259455016415	uncharacterized protein(CG5909)	1	10	4	2	9	6	5	6	1	2	3	2	3	2	9	rna-NM_143287.2	FBgn0039495	This gene is referred to in FlyBase by the symbol Dmel\CG5909 (FBgn0039495). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:27161158..27162911. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: innate immune response; proteolysis. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: lethal - all die during embryonic stage; lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0000472	0.0	Gene Group 2	protein breakdown (proteolysis)	-0.015877971397329185	0.5017015661978288	-0.0015943741110595008	0.19387247378714695	modular serine protease(modSP)	2	3	3	2	3	3	12	21	1	2	1	1	1	1	20	rna-NM_080515.3	FBgn0051217	The gene modular serine protease is referred to in FlyBase by the symbol Dmel\modSP (CG31217, FBgn0051217). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:16652446..16655662. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with 7 unique terms, many of which group under: primary metabolic process; protein maturation; protein metabolic process; macromolecule biosynthetic process; regulation of metabolic process. 9 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic classes of alleles include: increased mortality; increased mortality during development; phenotype; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed during early pupal stages.
N0.HOG0000480	0.011	Gene Group 7	odorant binding	-0.020729475342787206	0.3729416463128674	-0.0017487892587068794	0.1471764908096536	Odorant-binding protein 19d(Obp19d)	2	8	9	4	5	7	8	7	2	1	1	1	1	1	8	rna-NM_078697.3	FBgn0011280	The gene Odorant-binding protein 19d is referred to in FlyBase by the symbol Dmel\Obp19d (CG1668, FBgn0011280). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:20419613..20420979. Its molecular function is described by: pheromone binding; odorant binding. It is involved in the biological process described with: sensory perception of chemical stimulus; sensory perception of smell. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0000489	0.0	None	None	0.009769096053829926	0.5123818573556045	0.0008138169570817589	0.29930757468479435	Peptidoglycan recognition protein SB1 (from API summary)	1	1	6	1	2	1	1	1	1	1	1	1	1	4	5	rna-NM_140660.4	FBgn0043578	The gene Peptidoglycan recognition protein SB1 is referred to in FlyBase by the symbol Dmel\PGRP-SB1 (CG9681, FBgn0043578). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:16727299..16727989. Its molecular function is described by: zinc ion binding; N-acetylmuramoyl-L-alanine amidase activity; peptidoglycan binding. It is involved in the biological process described with: peptidoglycan catabolic process; innate immune response. 7 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed in adult female stages.
N0.HOG0000490	0.0	Gene Group 17	uncharacterized	-0.014950421382225361	0.559950290600234	-0.0007449166855957207	0.5863363888137143	uncharacterized protein(CG6726)	6	11	16	2	1	3	7	3	1	1	1	1	1	1	15	rna-NM_001300549.1	FBgn0039049	This gene is referred to in FlyBase by the symbol Dmel\CG6726 (FBgn0039049). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 3R:23091724..23095184. Its molecular function is described by: aminoacylase activity; hydrolase activity. It is involved in the biological process described with: amino acid metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; partially lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of low expression.  Peak expression observed during late larval stages.
N0.HOG0000492	0.001	Gene Group 1	Cytochrome P450	-7.662308158353473e-05	0.9963479249963293	-2.227850869633554e-05	0.9800885697740798	Cytochrome P450 309a2(Cyp309a2)	6	4	3	1	1	5	12	5	3	2	4	4	3	3	11	rna-NM_134845.2	FBgn0041337	The gene Cytochrome P450 309a2 is referred to in FlyBase by the symbol Dmel\Cyp309a2 (CG18559, FBgn0041337). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:2564886..2573037. Its molecular function is described by: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity; heme binding; iron ion binding. The biological processes in which it is involved are not known. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during early pupal stages.
N0.HOG0000505	0.0	None	None	0.04440417575992936	0.03370479864672012	0.003034698334706238	0.003080102296134984	Ornithine decarboxylase 2 (from API summary)	2	3	7	1	1	1	2	1	1	4	12	5	8	6	11	rna-NM_057705.4	FBgn0013308	The gene Ornithine decarboxylase 2 is referred to in FlyBase by the symbol Dmel\Odc2 (CG8719, FBgn0013308). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:8007246..8009062. Its molecular function is described by: catalytic activity; ornithine decarboxylase activity. It is involved in the biological process described with: putrescine biosynthetic process from arginine, via ornithine; polyamine biosynthetic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: short lived; viable; abnormal locomotor behavior; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed during early larval stages.
N0.HOG0000506	0.023	Gene Group 26	glycolysis and early development (and other)	0.008660422755457189	0.5678143220250015	-0.00018997579641891906	0.8152830531383093	Tetraspanin 42Ek(Tsp42Ek)	1	2	2	2	6	5	10	6	3	2	4	4	4	3	9	rna-NM_001259232.1	FBgn0033133	The gene Tetraspanin 42Ek is referred to in FlyBase by the symbol Dmel\Tsp42Ek (CG12841, FBgn0033133). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:7042656..7044710. Its molecular function is described by: . The biological processes in which it is involved are not known. 6 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: fertile; visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during late larval stages, during early pupal stages.
N0.HOG0000514	0.0	None	None	0.02379342080654247	0.1812759695863602	-6.62510399597957e-05	0.9464457749771231	Aldose reductase 5 (from API summary)	1	1	1	4	3	5	11	6	3	2	6	3	4	3	10	rna-NM_141500.2	FBgn0037537	The gene Aldose reductase 5 is referred to in FlyBase by the symbol Dmel\Ar5 (CG2767, FBgn0037537). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:8005924..8008110. Its molecular function is described by: aldose reductase (NADPH) activity; oxidoreductase activity. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 06-18 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period.
N0.HOG0000522	0.001	None	None	-0.012728631259924465	0.5653768792225218	-0.0017455948198191826	0.12232732588595312	None	1	1	1	1	7	6	8	5	1	1	1	1	1	1	7	rna-NM_001316450.1	FBgn0036410	This gene is referred to in FlyBase by the symbol Dmel\CG8100 (FBgn0036410). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 3L:14083615..14086421. Its molecular function is unknown. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during early pupal stages.
N0.HOG0000525	0.051	Gene Group 11	growth factor (Adenosine deaminase-related growth factor)	-0.0017390307339664151	0.8884803914696082	0.0006687928008704147	0.3008331942651147	Adenosine deaminase-related growth factor E(Adgf-E)	4	9	6	3	3	2	4	3	2	2	2	2	2	5	7	rna-NM_137133.2	FBgn0033952	The gene Adenosine deaminase-related growth factor E is referred to in FlyBase by the symbol Dmel\Adgf-E (CG10143, FBgn0033952). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:14656798..14658755. Its molecular function is unknown. It is involved in the biological process described with: inosine biosynthetic process. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0000526	0.0	Gene Group 20	transmembrane transport (olfactory)	-0.025117549340335533	0.24067237265270794	-0.0007120947503384202	0.5415796202212526	ATP binding cassette subfamily A member 3(Abca3)	10	6	4	1	6	4	5	2	1	1	1	7	1	4	9	rna-NM_134601.3	FBgn0031170	The gene ATP binding cassette subfamily A member 3 is referred to in FlyBase by the symbol Dmel\Abca3 (CG1718, FBgn0031170). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is X:21292308..21306665. Its molecular function is described by: ATP binding; ATPase-coupled transmembrane transporter activity; ABC-type transporter activity; lipid transporter activity; ATP hydrolysis activity. It is involved in the biological process described with: transmembrane transport; lipid transport. 10 alleles are reported. The phenotypes of these alleles manifest in: embryonic/larval neuromuscular junction; nurse cell; NMJ bouton; egg chamber. The phenotypic classes of alleles include: phenotype; lethal; abnormal behavior; abnormal neuroanatomy. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed within 00-06 and 12-24 hour embryonic stages, at stages throughout the larval period, during late pupal stages, in stages of adults of both sexes.
N0.HOG0000529	0.006	Gene Group 2	protein breakdown (proteolysis)	-0.034429405866593016	0.02192512449568755	-0.000686182648124872	0.4370638265415514	uncharacterized protein(CG2915)	8	11	2	4	6	2	2	2	3	4	1	2	2	2	10	rna-NM_136494.4	FBgn0033241	This gene is referred to in FlyBase by the symbol Dmel\CG2915 (FBgn0033241). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:7958207..7960015. Its molecular function is described by: zinc ion binding; metallocarboxypeptidase activity. It is involved in the biological process described with: proteolysis. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderately high expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0000531	0.0	None	None	0.03676053970441036	0.05028110170128432	0.001530315052917364	0.1398433505250519	Diptericin A (from API summary)	2	1	1	6	3	1	4	5	1	7	6	4	5	8	7	rna-NM_057460.4	FBgn0004240	The gene Diptericin A is referred to in FlyBase by the symbol Dmel\DptA (CG12763, FBgn0004240). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:18865765..18866260. Its molecular function is unknown. It is involved in the biological process described with 6 unique terms, many of which group under: response to bacterium; regulation of response to stress; response to stimulus; response to oxygen levels; response to stress. 21 alleles are reported. The phenotypes of these alleles manifest in: wing disc; adult posterior midgut epithelium; mesonotum. The phenotypic classes of alleles include: phenotype; increased cell death; increased mortality; some die during P-stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during late larval stages, at stages throughout the pupal period, in adult female stages.
N0.HOG0000541	0.001	Gene Group 5,Gene Group 8,Gene Group 26	protease inhibitor (immunity, reproduction), immunity and sexual reproduction,glycolysis and early development (and other)	-0.030707331195826693	0.1588107142525477	-0.00024643992618884756	0.8388447099752918	Serpin 43Ab(Spn43Ab)	15	8	3	1	5	2	3	3	1	1	1	1	1	4	14	rna-NM_001032224.2	FBgn0024293	The gene Serpin 43Ab is referred to in FlyBase by the symbol Dmel\Spn43Ab (CG1865, FBgn0024293). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:7151662..7153642. Its molecular function is unknown. It is involved in the biological process described with: sexual reproduction. 10 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: some die during pupal stage; partially lethal - majority die; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages, during late pupal stages, in adult male stages.
N0.HOG0000543	0.003	None	None	0.024008128215167644	0.04368305966382623	0.00044785640032514207	0.5135264375510938	Amylase distal (from API summary)	3	2	3	3	4	8	4	4	1	5	5	2	3	5	7	rna-NM_079044.2	FBgn0000078	The gene Amylase distal is referred to in FlyBase by the symbol Dmel\Amy-d (CG17876, FBgn0000078). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:17124764..17126369. Its molecular function is described by: calcium ion binding; catalytic activity; alpha-amylase activity; cation binding. It is involved in the biological process described with: carbohydrate metabolic process. 23 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: electrophoretic variant. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during late larval stages, in adult male stages.
N0.HOG0000545	0.0	None	None	-0.04165570661660565	0.08858293691523134	-0.0014358773248155157	0.2891003177588964	Activity-regulated cytoskeleton associated protein 1 (from API summary)	3	5	2	1	5	1	24	9	3	1	1	1	1	1	23	rna-NM_137111.3	FBgn0033926	The gene Activity-regulated cytoskeleton associated protein 1 is referred to in FlyBase by the symbol Dmel\Arc1 (CG12505, FBgn0033926). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:14357927..14360297. Its molecular function is described by: mRNA binding; structural molecule activity. It is involved in the biological process described with: behavioral response to starvation; muscle system process; mRNA transport; regulation of neuronal synaptic plasticity; vesicle-mediated intercellular transport. 13 alleles are reported. The phenotypes of these alleles manifest in: lipid droplet; wing cell; embryonic/larval fat body. The phenotypic classes of alleles include: phenotype; abnormal stress response; abnormal locomotor behavior; abnormal body size. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed during late larval stages, during early pupal stages, in adult male stages.
N0.HOG0000549	0.003	None	None	0.0024085702107630594	0.8678711480209922	0.00042021961130482316	0.583997792419954	nervana 2 (from API summary)	1	9	2	6	4	2	5	5	4	2	3	3	2	3	8	rna-NM_057820.4	FBgn0015777	The gene nervana 2 is referred to in FlyBase by the symbol Dmel\nrv2 (CG9261, FBgn0015777). It is a protein_coding_gene from Dmel. It has 6 annotated transcripts and 6 polypeptides (2 unique). Gene sequence location is 2L:6789770..6798862. Its molecular function is described by: ATPase activator activity. It is involved in the biological process described with 15 unique terms, many of which group under: potassium ion homeostasis; cell junction assembly; central nervous system development; sodium ion homeostasis; heart morphogenesis. 33 alleles are reported. The phenotypes of these alleles manifest in: cellular anatomical structure; tracheal branch; anchoring junction; cell junction; cell-cell junction. The phenotypic classes of alleles include: phenotype; abnormal sensory perception; increased mortality; increased mortality during development. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 06-24 hour embryonic stages, during early larval stages, at stages throughout the pupal period, in adult male stages.
N0.HOG0000554	0.0	None	None	0.00984705636409246	0.7072186499669783	0.0017266480769611249	0.2022007679248267	Coenzyme Q3 (from API summary)	1	20	11	1	1	1	6	1	1	1	1	1	3	2	19	rna-NM_136248.4	FBgn0032922	The gene Coenzyme Q3 is referred to in FlyBase by the symbol Dmel\Coq3 (CG9249, FBgn0032922). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:21157433..21158611. Its molecular function is described by: 3-demethylubiquinol 3-O-methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; polyprenyldihydroxybenzoate methyltransferase activity. It is involved in the biological process described with: ubiquinone biosynthetic process; wound healing. 9 alleles are reported. The phenotypes of these alleles manifest in: eye; trichogen cell. The phenotypic classes of alleles include: fertile; lethal - all die during P-stage; short lived; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed during early larval stages, at stages throughout the pupal period.
N0.HOG0000555	0.001	Gene Group 26	glycolysis and early development (and other)	-0.00012089235566872104	0.9938048277328229	4.765120375186966e-06	0.9954206455650619	Ionotropic receptor 87a(Ir87a)	1	3	4	1	7	7	2	5	3	3	2	3	5	4	6	rna-NM_142033.2	FBgn0038153	The gene Ionotropic receptor 87a is referred to in FlyBase by the symbol Dmel\Ir87a (CG14376, FBgn0038153). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:13420279..13423140. Its molecular function is described by: ligand-gated monoatomic ion channel activity. It is involved in the biological process described with: detection of chemical stimulus. 5 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal pain response; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages, during late pupal stages.
N0.HOG0000560	0.02	Gene Group 26	glycolysis and early development (and other)	-0.0025075398012090857	0.88199090498155	-0.0010606868840221289	0.22429155552709631	uncharacterized protein(CG1441)	1	2	2	4	10	5	6	8	2	2	2	2	2	2	9	rna-NM_136691.4	FBgn0033464	This gene is referred to in FlyBase by the symbol Dmel\CG1441 (FBgn0033464). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:9899018..9903287. Its molecular function is described by: alcohol-forming long-chain fatty acyl-CoA reductase activity; alcohol-forming very long-chain fatty acyl-CoA reductase activity. It is involved in the biological process described with: long-chain fatty-acyl-CoA metabolic process. 5 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages.
